SKU,Tamanho_Pedido,Loja,Data_da_Venda,Marca,Preco
HL1023,01,Goiania,20170529,Samsung,1500
HL1018,01,Sao Paulo,20170529,Xiaomi,1200
HL1024,01,Campinas,20170529,Acer,2400
HL1015,02,Sao Paulo,20170529,Sony,700
HL1008,02,Rio de Janeiro,20170529,Philco,2000
HL1002,01,Sao Paulo,20170529,Apple,2500
HL1023,01,Salvador,20170529,Samsung,1500
HL1013,01,Rio de Janeiro,20170529,Nikon,1550
HL1024,01,Fortaleza,20170530,Acer,2400
HL1009,03,Salvador,20170530,Motorola,1400
HL1021,03,Belo Horizonte,20170530,Samsung,3000
HL1009,01,Curitiba,20170530,Motorola,1400
HL1018,05,Salvador,20170530,Xiaomi,1200
HL1012,04,Belo Horizonte,20170530,Dell,5500
HL1004,04,Sao Paulo,20170530,Apple,1750
HL1008,05,Nova Iguacu,20170530,Philco,2000
HL1021,04,Porto Alegre,20170530,Samsung,3000
HL1007,05,Curitiba,20170531,Dell,2300
HL1001,05,Recife,20170531,LG,2600
HL1007,03,Curitiba,20170531,Dell,2300
HL1005,05,Salvador,20170531,Canon,1500
HL1017,01,Sao Paulo,20170531,Samsung,5200
HL1013,04,Fortaleza,20170531,Nikon,1550
HL1023,01,Sao Paulo,20170531,Samsung,1500
HL1002,01,Salvador,20170531,Apple,2500
HL1018,05,Campinas,20170531,Xiaomi,1200
HL1007,02,Salvador,20170531,Dell,2300
HL1024,03,Campinas,20170531,Acer,2400
HL1010,03,Salvador,20170531,Apple,1900
HL1002,04,Belo Horizonte,20170531,Apple,2500
HL1020,03,Sao Paulo,20170531,Motorola,1500
HL1013,05,Sao Paulo,20170531,Nikon,1550
HL1001,03,Sao Paulo,20170531,LG,2600
HL1008,05,Sao Paulo,20170531,Philco,2000
HL1006,02,Sao Paulo,20170531,Samsung,1400
HL1017,02,Salvador,20170531,Samsung,5200
HL1006,03,Recife,20170531,Samsung,1400
HL1001,05,Sao Paulo,20170601,LG,2600
HL1015,03,Salvador,20170601,Sony,700
HL1009,04,Sao Paulo,20170601,Motorola,1400
HL1007,01,Recife,20170601,Dell,2300
HL1007,02,Goiania,20170601,Dell,2300
HL1015,03,Sao Paulo,20170601,Sony,700
HL1008,02,Porto Alegre,20170601,Philco,2000
HL1001,05,Niteroi,20170601,LG,2600
HL1009,04,Recife,20170601,Motorola,1400
HL1019,05,Rio de Janeiro,20170601,Apple,6500
HL1018,01,Salvador,20170601,Xiaomi,1200
HL1009,03,Goiania,20170601,Motorola,1400
HL1017,03,Sao Paulo,20170601,Samsung,5200
HL1021,01,Niteroi,20170601,Samsung,3000
HL1023,02,Sao Paulo,20170602,Samsung,1500
HL1008,05,Sao Paulo,20170602,Philco,2000
HL1008,03,Salvador,20170602,Philco,2000
HL1008,02,Rio de Janeiro,20170602,Philco,2000
HL1024,01,Belo Horizonte,20170602,Acer,2400
HL1010,05,Nova Iguacu,20170602,Apple,1900
HL1020,05,Rio de Janeiro,20170602,Motorola,1500
HL1015,04,Salvador,20170602,Sony,700
HL1015,04,Belo Horizonte,20170602,Sony,700
HL1005,05,Salvador,20170602,Canon,1500
HL1022,01,Goiania,20170602,Apple,750
HL1008,05,Curitiba,20170603,Philco,2000
HL1023,03,Sao Paulo,20170603,Samsung,1500
HL1005,04,Porto Alegre,20170603,Canon,1500
HL1008,02,Sao Paulo,20170603,Philco,2000
HL1006,01,Sao Paulo,20170603,Samsung,1400
HL1007,01,Fortaleza,20170603,Dell,2300
HL1024,02,Rio de Janeiro,20170603,Acer,2400
HL1007,05,Sao Paulo,20170603,Dell,2300
HL1010,01,Sao Paulo,20170603,Apple,1900
HL1005,04,Nova Iguacu,20170603,Canon,1500
HL1005,05,Sao Paulo,20170603,Canon,1500
HL1022,03,Sao Paulo,20170603,Apple,750
HL1001,03,Sao Paulo,20170604,LG,2600
HL1023,03,Recife,20170604,Samsung,1500
HL1007,02,Curitiba,20170604,Dell,2300
HL1019,05,Fortaleza,20170604,Apple,6500
HL1005,05,Fortaleza,20170604,Canon,1500
HL1003,02,Sao Paulo,20170604,Samsung,4500
HL1002,01,Niteroi,20170604,Apple,2500
HL1016,05,Curitiba,20170604,Samsung,1450
HL1001,04,Guarulhos,20170604,LG,2600
HL1020,03,Fortaleza,20170604,Motorola,1500
HL1024,01,Porto Alegre,20170604,Acer,2400
HL1015,05,Nova Iguacu,20170604,Sony,700
HL1015,03,Belo Horizonte,20170605,Sony,700
HL1009,03,Nova Iguacu,20170605,Motorola,1400
HL1018,05,Sao Paulo,20170605,Xiaomi,1200
HL1019,04,Goiania,20170605,Apple,6500
HL1015,03,Guarulhos,20170605,Sony,700
HL1005,01,Campinas,20170605,Canon,1500
HL1009,03,Rio de Janeiro,20170605,Motorola,1400
HL1019,05,Fortaleza,20170605,Apple,6500
HL1005,02,Fortaleza,20170605,Canon,1500
HL1001,03,Salvador,20170605,LG,2600
HL1015,02,Fortaleza,20170605,Sony,700
HL1021,01,Rio de Janeiro,20170605,Samsung,3000
HL1015,03,Recife,20170605,Sony,700
HL1007,02,Campinas,20170605,Dell,2300
HL1005,01,Rio de Janeiro,20170605,Canon,1500
HL1008,01,Sao Paulo,20170605,Philco,2000
HL1005,05,Sao Paulo,20170606,Canon,1500
HL1014,02,Sao Paulo,20170606,Samsung,1100
HL1002,03,Salvador,20170606,Apple,2500
HL1002,01,Fortaleza,20170606,Apple,2500
HL1018,05,Sao Paulo,20170606,Xiaomi,1200
HL1024,01,Niteroi,20170606,Acer,2400
HL1005,02,Salvador,20170606,Canon,1500
HL1003,05,Nova Iguacu,20170606,Samsung,4500
HL1001,01,Salvador,20170606,LG,2600
HL1009,01,Guarulhos,20170606,Motorola,1400
HL1015,03,Curitiba,20170606,Sony,700
HL1023,04,Guarulhos,20170606,Samsung,1500
HL1009,03,Sao Paulo,20170606,Motorola,1400
HL1023,04,Fortaleza,20170606,Samsung,1500
HL1023,04,Sao Paulo,20170607,Samsung,1500
HL1020,03,Sao Paulo,20170607,Motorola,1500
HL1013,05,Rio de Janeiro,20170607,Nikon,1550
HL1006,05,Rio de Janeiro,20170607,Samsung,1400
HL1015,02,Rio de Janeiro,20170607,Sony,700
HL1015,03,Niteroi,20170607,Sony,700
HL1023,04,Campinas,20170607,Samsung,1500
HL1013,04,Rio de Janeiro,20170607,Nikon,1550
HL1008,01,Recife,20170607,Philco,2000
HL1024,04,Sao Paulo,20170607,Acer,2400
HL1024,05,Nova Iguacu,20170607,Acer,2400
HL1006,01,Curitiba,20170607,Samsung,1400
HL1019,02,Sao Paulo,20170608,Apple,6500
HL1007,01,Sao Paulo,20170608,Dell,2300
HL1007,03,Campinas,20170608,Dell,2300
HL1008,03,Goiania,20170608,Philco,2000
HL1009,04,Sao Paulo,20170608,Motorola,1400
HL1008,01,Sao Paulo,20170608,Philco,2000
HL1013,01,Fortaleza,20170608,Nikon,1550
HL1020,02,Curitiba,20170608,Motorola,1500
HL1001,02,Sao Paulo,20170608,LG,2600
HL1009,04,Salvador,20170608,Motorola,1400
HL1018,02,Sao Paulo,20170608,Xiaomi,1200
HL1015,02,Fortaleza,20170608,Sony,700
HL1012,02,Rio de Janeiro,20170608,Dell,5500
HL1005,03,Rio de Janeiro,20170608,Canon,1500
HL1023,01,Curitiba,20170608,Samsung,1500
HL1005,04,Campinas,20170608,Canon,1500
HL1003,01,Fortaleza,20170608,Samsung,4500
HL1017,01,Fortaleza,20170608,Samsung,5200
HL1014,05,Belo Horizonte,20170609,Samsung,1100
HL1006,04,Salvador,20170609,Samsung,1400
HL1009,04,Sao Paulo,20170609,Motorola,1400
HL1020,03,Guarulhos,20170609,Motorola,1500
HL1007,05,Curitiba,20170609,Dell,2300
HL1005,05,Guarulhos,20170609,Canon,1500
HL1005,02,Fortaleza,20170609,Canon,1500
HL1018,02,Sao Paulo,20170609,Xiaomi,1200
HL1005,04,Recife,20170609,Canon,1500
HL1020,04,Recife,20170609,Motorola,1500
HL1008,05,Sao Paulo,20170609,Philco,2000
HL1021,02,Salvador,20170609,Samsung,3000
HL1008,03,Nova Iguacu,20170609,Philco,2000
HL1018,01,Salvador,20170609,Xiaomi,1200
HL1002,01,Salvador,20170610,Apple,2500
HL1009,03,Rio de Janeiro,20170610,Motorola,1400
HL1009,04,Porto Alegre,20170610,Motorola,1400
HL1008,04,Curitiba,20170610,Philco,2000
HL1007,04,Fortaleza,20170610,Dell,2300
HL1007,04,Sao Paulo,20170610,Dell,2300
HL1018,05,Sao Paulo,20170610,Xiaomi,1200
HL1005,04,Curitiba,20170610,Canon,1500
HL1021,03,Rio de Janeiro,20170610,Samsung,3000
HL1024,04,Sao Paulo,20170610,Acer,2400
HL1023,01,Salvador,20170610,Samsung,1500
HL1008,03,Recife,20170610,Philco,2000
HL1002,01,Guarulhos,20170610,Apple,2500
HL1024,02,Fortaleza,20170610,Acer,2400
HL1009,01,Sao Paulo,20170610,Motorola,1400
HL1024,03,Sao Paulo,20170611,Acer,2400
HL1007,04,Sao Paulo,20170611,Dell,2300
HL1001,02,Recife,20170611,LG,2600
HL1005,05,Fortaleza,20170611,Canon,1500
HL1019,02,Campinas,20170611,Apple,6500
HL1019,02,Curitiba,20170611,Apple,6500
HL1021,02,Recife,20170611,Samsung,3000
HL1009,04,Campinas,20170611,Motorola,1400
HL1005,03,Salvador,20170611,Canon,1500
HL1005,05,Curitiba,20170611,Canon,1500
HL1008,02,Campinas,20170611,Philco,2000
HL1024,04,Fortaleza,20170611,Acer,2400
HL1023,05,Nova Iguacu,20170611,Samsung,1500
HL1008,03,Sao Paulo,20170611,Philco,2000
HL1009,02,Guarulhos,20170612,Motorola,1400
HL1005,01,Campinas,20170612,Canon,1500
HL1013,03,Rio de Janeiro,20170612,Nikon,1550
HL1018,03,Sao Paulo,20170612,Xiaomi,1200
HL1016,04,Sao Paulo,20170612,Samsung,1450
HL1020,04,Curitiba,20170612,Motorola,1500
HL1020,05,Sao Paulo,20170612,Motorola,1500
HL1001,05,Guarulhos,20170612,LG,2600
HL1007,01,Fortaleza,20170612,Dell,2300
HL1009,03,Salvador,20170612,Motorola,1400
HL1001,05,Goiania,20170612,LG,2600
HL1001,05,Sao Paulo,20170613,LG,2600
HL1003,04,Rio de Janeiro,20170613,Samsung,4500
HL1005,02,Sao Paulo,20170613,Canon,1500
HL1005,03,Rio de Janeiro,20170613,Canon,1500
HL1015,04,Guarulhos,20170613,Sony,700
HL1024,04,Niteroi,20170613,Acer,2400
HL1009,03,Sao Paulo,20170613,Motorola,1400
HL1001,03,Sao Paulo,20170613,LG,2600
HL1021,04,Campinas,20170613,Samsung,3000
HL1015,05,Recife,20170613,Sony,700
HL1005,01,Niteroi,20170613,Canon,1500
HL1018,01,Fortaleza,20170613,Xiaomi,1200
HL1021,02,Rio de Janeiro,20170613,Samsung,3000
HL1013,04,Sao Paulo,20170613,Nikon,1550
HL1005,02,Sao Paulo,20170613,Canon,1500
HL1013,05,Recife,20170613,Nikon,1550
HL1021,04,Sao Paulo,20170613,Samsung,3000
HL1001,04,Sao Paulo,20170613,LG,2600
HL1009,03,Guarulhos,20170613,Motorola,1400
HL1007,05,Recife,20170613,Dell,2300
HL1015,05,Sao Paulo,20170613,Sony,700
HL1003,02,Recife,20170613,Samsung,4500
HL1018,02,Salvador,20170614,Xiaomi,1200
HL1014,04,Goiania,20170614,Samsung,1100
HL1010,02,Rio de Janeiro,20170614,Apple,1900
HL1024,02,Sao Paulo,20170614,Acer,2400
HL1013,05,Sao Paulo,20170614,Nikon,1550
HL1023,01,Salvador,20170614,Samsung,1500
HL1001,04,Rio de Janeiro,20170614,LG,2600
HL1010,01,Rio de Janeiro,20170614,Apple,1900
HL1019,04,Curitiba,20170614,Apple,6500
HL1001,02,Campinas,20170614,LG,2600
HL1023,04,Sao Paulo,20170614,Samsung,1500
HL1007,02,Sao Paulo,20170614,Dell,2300
HL1015,04,Curitiba,20170614,Sony,700
HL1015,05,Curitiba,20170614,Sony,700
HL1023,01,Porto Alegre,20170614,Samsung,1500
HL1009,03,Fortaleza,20170614,Motorola,1400
HL1021,01,Fortaleza,20170615,Samsung,3000
HL1009,04,Fortaleza,20170615,Motorola,1400
HL1005,02,Sao Paulo,20170615,Canon,1500
HL1011,04,Belo Horizonte,20170615,Samsung,2000
HL1011,02,Fortaleza,20170615,Samsung,2000
HL1007,04,Rio de Janeiro,20170615,Dell,2300
HL1008,04,Fortaleza,20170615,Philco,2000
HL1019,04,Recife,20170615,Apple,6500
HL1007,04,Recife,20170615,Dell,2300
HL1013,04,Belo Horizonte,20170615,Nikon,1550
HL1010,03,Salvador,20170615,Apple,1900
HL1005,04,Salvador,20170615,Canon,1500
HL1005,03,Recife,20170615,Canon,1500
HL1009,03,Salvador,20170615,Motorola,1400
HL1019,04,Rio de Janeiro,20170616,Apple,6500
HL1005,01,Guarulhos,20170616,Canon,1500
HL1013,05,Rio de Janeiro,20170616,Nikon,1550
HL1014,05,Rio de Janeiro,20170616,Samsung,1100
HL1009,02,Sao Paulo,20170616,Motorola,1400
HL1014,05,Sao Paulo,20170616,Samsung,1100
HL1007,01,Sao Paulo,20170616,Dell,2300
HL1001,02,Sao Paulo,20170616,LG,2600
HL1018,01,Rio de Janeiro,20170616,Xiaomi,1200
HL1005,01,Nova Iguacu,20170616,Canon,1500
HL1009,05,Sao Paulo,20170616,Motorola,1400
HL1009,03,Fortaleza,20170616,Motorola,1400
HL1018,03,Rio de Janeiro,20170616,Xiaomi,1200
HL1003,05,Sao Paulo,20170616,Samsung,4500
HL1023,02,Guarulhos,20170616,Samsung,1500
HL1024,05,Sao Paulo,20170617,Acer,2400
HL1014,03,Guarulhos,20170617,Samsung,1100
HL1015,01,Nova Iguacu,20170617,Sony,700
HL1020,01,Sao Paulo,20170617,Motorola,1500
HL1005,02,Salvador,20170617,Canon,1500
HL1005,05,Recife,20170617,Canon,1500
HL1009,03,Sao Paulo,20170617,Motorola,1400
HL1001,02,Nova Iguacu,20170617,LG,2600
HL1009,02,Sao Paulo,20170617,Motorola,1400
HL1005,05,Goiania,20170617,Canon,1500
HL1005,02,Fortaleza,20170617,Canon,1500
HL1009,05,Guarulhos,20170617,Motorola,1400
HL1007,05,Recife,20170617,Dell,2300
HL1012,04,Salvador,20170617,Dell,5500
HL1005,01,Recife,20170617,Canon,1500
HL1005,03,Salvador,20170618,Canon,1500
HL1023,04,Belo Horizonte,20170618,Samsung,1500
HL1024,04,Curitiba,20170618,Acer,2400
HL1002,04,Salvador,20170618,Apple,2500
HL1005,04,Curitiba,20170618,Canon,1500
HL1015,03,Rio de Janeiro,20170618,Sony,700
HL1024,03,Recife,20170618,Acer,2400
HL1001,03,Curitiba,20170618,LG,2600
HL1006,02,Goiania,20170618,Samsung,1400
HL1007,03,Rio de Janeiro,20170618,Dell,2300
HL1015,05,Guarulhos,20170618,Sony,700
HL1006,03,Belo Horizonte,20170618,Samsung,1400
HL1023,01,Salvador,20170618,Samsung,1500
HL1001,01,Rio de Janeiro,20170618,LG,2600
HL1015,03,Belo Horizonte,20170618,Sony,700
HL1009,01,Rio de Janeiro,20170618,Motorola,1400
HL1007,03,Belo Horizonte,20170618,Dell,2300
HL1022,04,Belo Horizonte,20170618,Apple,750
HL1012,02,Sao Paulo,20170619,Dell,5500
HL1001,04,Sao Paulo,20170619,LG,2600
HL1023,01,Rio de Janeiro,20170619,Samsung,1500
HL1019,04,Recife,20170619,Apple,6500
HL1014,03,Sao Paulo,20170619,Samsung,1100
HL1002,05,Fortaleza,20170619,Apple,2500
HL1015,02,Sao Paulo,20170619,Sony,700
HL1021,01,Belo Horizonte,20170619,Samsung,3000
HL1021,05,Rio de Janeiro,20170619,Samsung,3000
HL1018,02,Sao Paulo,20170619,Xiaomi,1200
HL1001,05,Salvador,20170619,LG,2600
HL1023,05,Recife,20170619,Samsung,1500
HL1007,01,Rio de Janeiro,20170619,Dell,2300
HL1009,01,Rio de Janeiro,20170620,Motorola,1400
HL1011,05,Rio de Janeiro,20170620,Samsung,2000
HL1009,05,Sao Paulo,20170620,Motorola,1400
HL1004,05,Fortaleza,20170620,Apple,1750
HL1008,04,Fortaleza,20170620,Philco,2000
HL1001,02,Belo Horizonte,20170620,LG,2600
HL1001,05,Guarulhos,20170620,LG,2600
HL1004,04,Recife,20170620,Apple,1750
HL1015,03,Recife,20170620,Sony,700
HL1023,04,Guarulhos,20170620,Samsung,1500
HL1020,02,Sao Paulo,20170620,Motorola,1500
HL1021,05,Sao Paulo,20170621,Samsung,3000
HL1009,05,Recife,20170621,Motorola,1400
HL1005,01,Sao Paulo,20170621,Canon,1500
HL1007,03,Recife,20170621,Dell,2300
HL1015,04,Sao Paulo,20170621,Sony,700
HL1015,03,Belo Horizonte,20170621,Sony,700
HL1014,05,Fortaleza,20170621,Samsung,1100
HL1007,01,Curitiba,20170621,Dell,2300
HL1015,03,Salvador,20170621,Sony,700
HL1013,03,Porto Alegre,20170621,Nikon,1550
HL1009,03,Belo Horizonte,20170621,Motorola,1400
HL1009,04,Salvador,20170621,Motorola,1400
HL1008,05,Recife,20170621,Philco,2000
HL1020,03,Recife,20170621,Motorola,1500
HL1015,03,Guarulhos,20170622,Sony,700
HL1002,04,Guarulhos,20170622,Apple,2500
HL1011,02,Recife,20170622,Samsung,2000
HL1010,05,Sao Paulo,20170622,Apple,1900
HL1009,03,Fortaleza,20170622,Motorola,1400
HL1022,01,Guarulhos,20170622,Apple,750
HL1015,01,Goiania,20170622,Sony,700
HL1016,03,Rio de Janeiro,20170622,Samsung,1450
HL1008,02,Goiania,20170622,Philco,2000
HL1020,04,Campinas,20170622,Motorola,1500
HL1024,02,Nova Iguacu,20170622,Acer,2400
HL1019,04,Rio de Janeiro,20170622,Apple,6500
HL1005,03,Sao Paulo,20170622,Canon,1500
HL1005,01,Sao Paulo,20170622,Canon,1500
HL1005,01,Sao Paulo,20170623,Canon,1500
HL1009,01,Recife,20170623,Motorola,1400
HL1008,03,Recife,20170623,Philco,2000
HL1005,05,Belo Horizonte,20170623,Canon,1500
HL1011,05,Sao Paulo,20170623,Samsung,2000
HL1009,04,Curitiba,20170623,Motorola,1400
HL1001,05,Rio de Janeiro,20170623,LG,2600
HL1020,04,Belo Horizonte,20170623,Motorola,1500
HL1022,05,Sao Paulo,20170623,Apple,750
HL1013,02,Rio de Janeiro,20170623,Nikon,1550
HL1015,04,Curitiba,20170623,Sony,700
HL1021,01,Nova Iguacu,20170623,Samsung,3000
HL1017,01,Guarulhos,20170623,Samsung,5200
HL1021,01,Goiania,20170623,Samsung,3000
HL1018,01,Rio de Janeiro,20170624,Xiaomi,1200
HL1002,02,Sao Paulo,20170624,Apple,2500
HL1013,01,Goiania,20170624,Nikon,1550
HL1002,03,Fortaleza,20170624,Apple,2500
HL1018,02,Goiania,20170624,Xiaomi,1200
HL1001,04,Belo Horizonte,20170624,LG,2600
HL1017,02,Recife,20170624,Samsung,5200
HL1018,05,Sao Paulo,20170624,Xiaomi,1200
HL1004,05,Fortaleza,20170624,Apple,1750
HL1015,01,Sao Paulo,20170624,Sony,700
HL1001,03,Salvador,20170624,LG,2600
HL1002,02,Belo Horizonte,20170625,Apple,2500
HL1023,01,Salvador,20170625,Samsung,1500
HL1024,04,Rio de Janeiro,20170625,Acer,2400
HL1001,04,Salvador,20170625,LG,2600
HL1012,02,Sao Paulo,20170625,Dell,5500
HL1013,04,Nova Iguacu,20170625,Nikon,1550
HL1002,01,Salvador,20170625,Apple,2500
HL1001,03,Rio de Janeiro,20170625,LG,2600
HL1023,04,Porto Alegre,20170625,Samsung,1500
HL1007,04,Recife,20170625,Dell,2300
HL1002,04,Porto Alegre,20170625,Apple,2500
HL1001,04,Goiania,20170625,LG,2600
HL1015,02,Belo Horizonte,20170625,Sony,700
HL1008,05,Belo Horizonte,20170625,Philco,2000
HL1023,01,Sao Paulo,20170625,Samsung,1500
HL1024,05,Campinas,20170625,Acer,2400
HL1014,01,Sao Paulo,20170625,Samsung,1100
HL1015,01,Recife,20170625,Sony,700
HL1001,02,Curitiba,20170625,LG,2600
HL1021,04,Sao Paulo,20170625,Samsung,3000
HL1008,05,Campinas,20170626,Philco,2000
HL1018,04,Rio de Janeiro,20170626,Xiaomi,1200
HL1017,03,Nova Iguacu,20170626,Samsung,5200
HL1020,02,Salvador,20170626,Motorola,1500
HL1002,03,Rio de Janeiro,20170626,Apple,2500
HL1007,01,Fortaleza,20170626,Dell,2300
HL1007,01,Nova Iguacu,20170626,Dell,2300
HL1018,02,Fortaleza,20170626,Xiaomi,1200
HL1021,02,Belo Horizonte,20170626,Samsung,3000
HL1009,04,Guarulhos,20170626,Motorola,1400
HL1023,02,Salvador,20170626,Samsung,1500
HL1002,01,Sao Paulo,20170626,Apple,2500
HL1023,05,Recife,20170627,Samsung,1500
HL1010,01,Belo Horizonte,20170627,Apple,1900
HL1009,01,Curitiba,20170627,Motorola,1400
HL1008,05,Nova Iguacu,20170627,Philco,2000
HL1005,05,Fortaleza,20170627,Canon,1500
HL1016,05,Sao Paulo,20170627,Samsung,1450
HL1019,03,Sao Paulo,20170627,Apple,6500
HL1009,02,Rio de Janeiro,20170627,Motorola,1400
HL1024,05,Fortaleza,20170627,Acer,2400
HL1018,01,Salvador,20170627,Xiaomi,1200
HL1001,01,Sao Paulo,20170627,LG,2600
HL1024,03,Curitiba,20170627,Acer,2400
HL1005,01,Porto Alegre,20170627,Canon,1500
HL1007,02,Rio de Janeiro,20170627,Dell,2300
HL1005,05,Fortaleza,20170627,Canon,1500
HL1022,04,Sao Paulo,20170627,Apple,750
HL1002,05,Fortaleza,20170628,Apple,2500
HL1002,01,Salvador,20170628,Apple,2500
HL1010,02,Fortaleza,20170628,Apple,1900
HL1005,05,Recife,20170628,Canon,1500
HL1005,01,Sao Paulo,20170628,Canon,1500
HL1015,02,Curitiba,20170628,Sony,700
HL1015,05,Goiania,20170628,Sony,700
HL1014,05,Campinas,20170628,Samsung,1100
HL1007,05,Goiania,20170628,Dell,2300
HL1021,01,Salvador,20170628,Samsung,3000
HL1007,01,Salvador,20170628,Dell,2300
HL1004,03,Fortaleza,20170628,Apple,1750
HL1005,02,Recife,20170628,Canon,1500
HL1005,01,Curitiba,20170628,Canon,1500
HL1007,05,Sao Paulo,20170628,Dell,2300
HL1007,02,Recife,20170628,Dell,2300
HL1023,04,Niteroi,20170629,Samsung,1500
HL1016,03,Salvador,20170629,Samsung,1450
HL1003,04,Fortaleza,20170629,Samsung,4500
HL1018,03,Curitiba,20170629,Xiaomi,1200
HL1015,01,Fortaleza,20170629,Sony,700
HL1004,01,Salvador,20170629,Apple,1750
HL1019,04,Sao Paulo,20170629,Apple,6500
HL1005,03,Salvador,20170629,Canon,1500
HL1005,01,Fortaleza,20170629,Canon,1500
HL1009,02,Porto Alegre,20170629,Motorola,1400
HL1008,05,Belo Horizonte,20170629,Philco,2000
HL1011,03,Salvador,20170629,Samsung,2000
HL1002,05,Guarulhos,20170629,Apple,2500
HL1002,02,Salvador,20170629,Apple,2500
HL1009,05,Sao Paulo,20170629,Motorola,1400
HL1007,02,Fortaleza,20170629,Dell,2300
HL1008,04,Sao Paulo,20170629,Philco,2000
HL1014,05,Belo Horizonte,20170629,Samsung,1100
HL1024,04,Curitiba,20170629,Acer,2400
HL1008,03,Fortaleza,20170630,Philco,2000
HL1015,01,Sao Paulo,20170630,Sony,700
HL1001,05,Fortaleza,20170630,LG,2600
HL1001,05,Nova Iguacu,20170630,LG,2600
HL1008,04,Recife,20170630,Philco,2000
HL1019,05,Belo Horizonte,20170630,Apple,6500
HL1009,01,Guarulhos,20170630,Motorola,1400
HL1012,03,Recife,20170630,Dell,5500
HL1019,03,Sao Paulo,20170630,Apple,6500
HL1013,05,Rio de Janeiro,20170630,Nikon,1550
HL1008,01,Guarulhos,20170630,Philco,2000
HL1012,01,Recife,20170630,Dell,5500
HL1008,04,Recife,20170630,Philco,2000
HL1005,03,Fortaleza,20170701,Canon,1500
HL1013,04,Sao Paulo,20170701,Nikon,1550
HL1024,03,Sao Paulo,20170701,Acer,2400
HL1015,01,Sao Paulo,20170701,Sony,700
HL1009,04,Salvador,20170701,Motorola,1400
HL1023,04,Salvador,20170701,Samsung,1500
HL1018,03,Niteroi,20170701,Xiaomi,1200
HL1006,02,Porto Alegre,20170701,Samsung,1400
HL1006,04,Rio de Janeiro,20170701,Samsung,1400
HL1013,03,Rio de Janeiro,20170701,Nikon,1550
HL1007,03,Salvador,20170701,Dell,2300
HL1006,03,Fortaleza,20170701,Samsung,1400
HL1008,04,Curitiba,20170701,Philco,2000
HL1015,05,Belo Horizonte,20170701,Sony,700
HL1001,04,Belo Horizonte,20170701,LG,2600
HL1015,03,Belo Horizonte,20170701,Sony,700
HL1018,03,Belo Horizonte,20170701,Xiaomi,1200
HL1013,02,Campinas,20170701,Nikon,1550
HL1001,01,Goiania,20170701,LG,2600
HL1023,05,Salvador,20170701,Samsung,1500
HL1012,05,Sao Paulo,20170701,Dell,5500
HL1005,04,Goiania,20170701,Canon,1500
HL1001,05,Rio de Janeiro,20170701,LG,2600
HL1009,04,Sao Paulo,20170702,Motorola,1400
HL1019,02,Guarulhos,20170702,Apple,6500
HL1002,03,Sao Paulo,20170702,Apple,2500
HL1013,03,Campinas,20170702,Nikon,1550
HL1001,02,Guarulhos,20170702,LG,2600
HL1022,04,Nova Iguacu,20170702,Apple,750
HL1021,02,Recife,20170702,Samsung,3000
HL1006,03,Sao Paulo,20170702,Samsung,1400
HL1001,03,Curitiba,20170702,LG,2600
HL1005,04,Rio de Janeiro,20170702,Canon,1500
HL1012,01,Salvador,20170702,Dell,5500
HL1024,01,Fortaleza,20170702,Acer,2400
HL1014,02,Rio de Janeiro,20170702,Samsung,1100
HL1009,05,Sao Paulo,20170702,Motorola,1400
HL1008,03,Goiania,20170702,Philco,2000
HL1015,03,Fortaleza,20170702,Sony,700
HL1002,05,Belo Horizonte,20170702,Apple,2500
HL1020,01,Goiania,20170702,Motorola,1500
HL1008,02,Goiania,20170702,Philco,2000
HL1008,01,Porto Alegre,20170702,Philco,2000
HL1005,05,Salvador,20170702,Canon,1500
HL1021,02,Salvador,20170702,Samsung,3000
HL1004,04,Rio de Janeiro,20170702,Apple,1750
HL1015,03,Recife,20170703,Sony,700
HL1019,04,Curitiba,20170703,Apple,6500
HL1001,05,Rio de Janeiro,20170703,LG,2600
HL1018,02,Sao Paulo,20170703,Xiaomi,1200
HL1015,04,Salvador,20170703,Sony,700
HL1007,03,Belo Horizonte,20170703,Dell,2300
HL1008,05,Recife,20170703,Philco,2000
HL1005,03,Campinas,20170703,Canon,1500
HL1018,05,Belo Horizonte,20170703,Xiaomi,1200
HL1015,05,Fortaleza,20170703,Sony,700
HL1003,01,Fortaleza,20170703,Samsung,4500
HL1005,05,Goiania,20170703,Canon,1500
HL1017,01,Goiania,20170703,Samsung,5200
HL1023,01,Salvador,20170703,Samsung,1500
HL1009,01,Sao Paulo,20170703,Motorola,1400
HL1019,02,Salvador,20170703,Apple,6500
HL1018,04,Rio de Janeiro,20170703,Xiaomi,1200
HL1019,01,Curitiba,20170703,Apple,6500
HL1008,02,Salvador,20170703,Philco,2000
HL1019,03,Campinas,20170703,Apple,6500
HL1004,04,Sao Paulo,20170703,Apple,1750
HL1015,04,Salvador,20170703,Sony,700
HL1013,02,Sao Paulo,20170703,Nikon,1550
HL1007,01,Fortaleza,20170703,Dell,2300
HL1008,03,Goiania,20170703,Philco,2000
HL1009,02,Fortaleza,20170703,Motorola,1400
HL1007,01,Rio de Janeiro,20170703,Dell,2300
HL1015,01,Guarulhos,20170703,Sony,700
HL1004,02,Sao Paulo,20170703,Apple,1750
HL1001,02,Fortaleza,20170703,LG,2600
HL1023,02,Sao Paulo,20170703,Samsung,1500
